apple beer chicken rice ---> mango 0 0.0 0.0 6
apple beer chicken mango ---> rice 0 0 0.0 9999
beer chicken milk rice ---> apple 0 0.0 0.0 4
apple chicken milk rice ---> beer 0 0 0.0 9999
apple beer milk rice ---> chicken 0 0 0.0 9999
apple beer chicken rice ---> milk 0 0.0 0.0 4
apple beer chicken milk ---> rice 0 0 0.0 9999
beer mango milk rice ---> apple 0 0 0.0 9999
apple mango milk rice ---> beer 0 0 0.0 9999
apple beer milk rice ---> mango 0 0 0.0 9999
apple beer mango rice ---> milk 0 0 0.0 9999
apple beer mango milk ---> rice 0 0 0.0 9999
chicken mango milk rice ---> apple 0 0 0.0 9999
apple mango milk rice ---> chicken 0 0 0.0 9999
apple chicken milk rice ---> mango 0 0 0.0 9999
apple chicken mango rice ---> milk 0 0 0.0 9999
apple chicken mango milk ---> rice 0 0 0.0 9999
chicken mango milk rice ---> beer 0 0 0.0 9999
beer mango milk rice ---> chicken 0 0 0.0 9999
beer chicken milk rice ---> mango 0 0.0 0.0 6
beer chicken mango rice ---> milk 0 0 0.0 9999
beer chicken mango milk ---> rice 0 0 0.0 9999
beer chicken mango milk rice ---> apple 0 0 0.0 9999
apple chicken mango milk rice ---> beer 0 0 0.0 9999
apple beer mango milk rice ---> chicken 0 0 0.0 9999
apple beer chicken milk rice ---> mango 0 0 0.0 9999
apple beer chicken mango rice ---> milk 0 0 0.0 9999
apple beer chicken mango milk ---> rice 0 0 0.0 9999
