73 3 96 29 8 24 66 91 40 41 45 90 35 84 97 52 77 67 23 88 56 4 64 46 33 97 52 62 91 34 67 38 6 86 15 63 24 95 83 64 9 4 8 20 88 37 31 36 88 91 76 28 17 58 74 9 47 85 67 51 62 10 89 10 27 98 87 21 57 38 60 38 66 46 42 53 30 88 27 42 53 63 80 40 1 40 47 79 17 78 57 3 74 29 97 97 68 85 76
75 26 81 84 3 73 28 49 64 89 30 4 7 4 43 30 71 92 70 0 3 41 15 36 14 33 30 1 28 95 10 52 73 11 25 71 21 90 19 7 66 44 93 82 43 89 0 2 72 61 16 13 35 72 65 35 49 31 31 20 7 97 47 6 20 18 73 26 85 4 55 48 35 41 65 76 45 29 42 86 67 27 1 96 38 3 69 14 6 87 40 3 0 27 35 63 56 27 17
16 99 15 41 4 69 28 93 65 98 74 58 8 19 34 74 5 40 44 10 24 59 4 19 88 86 32 9 30 72 0 18 38 43 91 11 58 54 23 26 27 23 91 47 36 84 96 94 66 52 99 80 4 92 59 94 88 76 18 60 15 23 26 74 14 80 34 28 32 92 36 85 73 12 31 63 18 17 23 27 39 61 98 43 49 74 13 50 74 32 47 40 50 96 88 49 24 6 70
24 22 91 72 76 71 30 8 12 67 10 69 37 61 72 26 31 63 20 44 37 92 33 29 22 88 72 95 15 82 18 21 66 4 89 89 19 41 34 13 41 73 35 60 55 34 51 1 55 58 33 56 31 59 88 6 23 78 12 53 93 58 76 19 13 40 10 12 42 67 41 88 72 92 99 53 14 53 73 94 1 62 58 40 58 43 12 44 15 25 76 46 95 65 64 40 57 43 79
81 95 28 41 0 25 67 33 6 57 55 15 80 69 76 8 48 68 46 78 59 71 70 31 87 22 20 91 45 18 65 90 31 14 27 46 44 88 79 0 22 84 49 99 10 52 1 46 65 85 98 42 8 54 23 83 16 13 31 26 21 60 31 56 50 43 68 61 60 98 64 11 98 15 97 26 14 78 95 61 15 16 68 93 55 74 33 76 23 13 16 21 86 49 22 49 10 10 88
83 85 94 64 37 65 80 2 63 46 12 82 86 78 65 56 8 7 50 79 21 40 45 56 30 86 84 85 66 13 54 27 19 87 96 31 92 18 8 74 7 70 88 41 10 43 63 28 41 17 23 9 6 68 22 58 21 80 42 95 47 39 42 50 18 61 42 9 91 47 38 87 49 61 81 23 58 84 90 8 98 47 14 88 2 76 98 0 78 7 36 32 80 2 44 45 29 48 15
3 7 99 20 23 37 88 88 80 36 72 46 71 55 32 22 44 98 0 90 72 36 46 23 13 2 48 86 79 47 26 51 22 65 90 11 1 39 37 38 89 93 81 52 99 94 85 71 64 13 88 39 67 82 59 7 7 24 66 22 80 5 4 20 33 41 30 83 51 31 58 24 17 91 57 90 50 42 4 3 44 11 98 43 11 52 86 91 73 70 67 76 38 93 53 46 78 67 74
87 39 9 39 2 31 46 20 23 19 53 56 39 40 79 76 85 37 98 7 79 75 31 18 7 19 36 52 93 94 20 9 39 79 24 8 67 60 14 77 93 64 69 49 38 44 72 21 31 35 76 66 38 30 62 31 96 53 69 41 76 21 53 58 25 94 20 16 70 32 39 15 51 65 63 11 33 10 23 84 9 37 37 23 88 26 97 54 93 67 71 51 53 81 4 96 0 40 75
58 22 20 7 54 45 65 16 49 89 51 98 42 43 54 55 89 31 98 93 88 30 14 54 72 61 96 11 67 69 69 49 66 7 36 18 98 43 90 54 72 35 44 3 5 64 19 23 41 62 73 14 72 38 0 50 57 92 33 45 55 26 93 11 56 69 62 11 31 72 18 93 70 2 94 82 61 5 81 59 37 72 56 15 97 43 70 67 0 48 16 22 88 18 27 77 55 96 40
71 70 5 48 20 72 30 1 25 20 54 47 32 54 81 83 59 4 23 2 75 23 27 0 20 37 53 49 1 20 27 44 57 64 68 28 69 98 27 16 60 94 11 0 95 18 67 55 69 70 17 9 61 34 52 59 83 50 32 63 56 5 64 59 34 1 86 94 34 29 94 73 96 82 26 46 96 50 34 2 69 30 70 81 62 82 63 25 82 64 90 67 3 44 39 83 80 1 15
77 34 40 46 35 22 27 44 5 42 61 9 42 21 25 64 62 48 19 98 62 21 50 60 96 72 17 80 74 97 47 54 69 92 21 84 73 36 29 69 19 22 82 58 65 70 45 6 77 49 61 59 95 47 52 22 95 95 16 60 56 27 92 86 92 5 36 84 50 92 43 73 23 63 69 0 56 81 92 66 19 59 79 43 52 22 86 96 97 67 63 73 79 69 58 10 95 50 63
9 76 41 80 23 17 24 29 13 51 77 29 57 28 80 75 17 17 50 74 98 78 98 80 23 60 73 21 54 0 13 40 75 25 76 43 46 50 63 87 47 61 1 28 38 85 0 72 76 4 45 10 60 32 59 71 52 95 89 20 95 26 5 86 30 61 52 95 33 75 68 2 59 89 33 8 26 54 44 62 72 12 34 41 3 14 52 54 51 7 66 30 36 11 13 26 92 49 71
72 57 28 47 46 47 54 34 5 18 36 5 14 49 51 39 41 87 43 91 1 18 49 77 42 9 20 31 19 82 77 0 98 40 17 10 44 73 93 74 94 52 60 80 37 69 84 93 3 13 57 94 92 48 44 68 31 74 1 42 4 48 20 6 11 99 97 0 2 74 98 6 80 99 52 68 94 66 11 31 82 7 91 38 20 24 59 47 14 9 47 60 44 65 89 42 42 87 87
56 12 13 2 98 9 77 96 72 10 72 41 55 43 24 41 13 17 29 36 43 55 34 42 3 54 37 57 2 16 91 69 34 10 45 76 8 86 3 50 67 93 7 32 36 16 26 27 77 71 6 85 47 46 90 95 94 80 59 28 18 96 94 76 51 89 56 29 94 27 26 11 28 28 91 33 78 95 6 16 95 67 6 41 90 15 70 21 82 45 28 58 41 49 11 34 74 9 53
2 52 32 71 80 87 75 47 18 29 89 75 53 98 11 15 28 19 85 37 35 99 43 13 37 81 11 17 77 33 80 75 25 95 32 95 79 38 45 34 63 57 81 41 82 81 38 60 16 41 97 41 29 44 62 37 21 89 23 32 64 72 87 19 21 13 53 9 11 3 99 0 11 16 78 86 43 55 67 90 25 17 13 66 17 26 3 43 34 17 27 30 79 35 32 31 92 42 14
15 98 5 46 67 33 85 94 73 39 14 95 56 56 41 14 42 28 18 90 70 92 38 66 86 30 20 22 39 46 77 8 52 58 3 61 15 68 68 5 45 5 16 93 46 9 18 81 68 44 50 13 76 82 14 61 53 61 20 44 77 61 48 96 42 77 79 11 91 93 83 30 84 60 51 31 5 54 4 17 75 92 8 10 30 8 38 57 19 31 87 10 67 18 29 94 1 82 7
39 70 40 20 73 85 39 42 22 13 10 53 35 96 7 64 22 73 15 65 93 96 32 92 92 23 90 15 59 24 25 16 27 4 90 26 68 5 98 68 82 92 97 87 21 99 49 59 5 10 59 30 9 84 64 21 83 42 20 12 14 2 30 46 79 49 90 70 44 69 30 53 63 31 9 50 22 47 28 98 72 22 14 4 5 22 15 60 86 42 4 15 68 65 87 91 48 37 45
62 58 73 92 48 20 9 42 43 52 98 52 95 70 52 93 97 26 99 50 95 35 61 44 83 27 68 91 56 12 3 50 1 1 42 46 92 75 30 48 44 26 69 27 23 19 81 55 65 85 59 51 82 80 81 76 17 96 31 17 68 46 23 90 4 47 99 16 12 88 71 23 73 4 20 9 94 70 83 63 40 38 33 47 29 81 77 61 51 40 24 4 40 81 53 83 46 70 76
11 74 96 77 5 11 60 90 12 34 74 30 9 7 29 11 44 1 97 66 85 43 35 18 80 71 45 17 37 36 80 99 83 0 68 17 44 66 53 51 56 85 88 9 63 46 75 19 8 82 49 83 91 8 66 81 98 4 16 41 3 89 68 17 89 83 39 51 18 79 99 7 32 52 71 37 50 52 17 43 16 4 85 43 31 0 94 62 12 98 66 23 88 40 33 85 97 65 59
36 13 77 80 63 73 87 91 40 88 64 64 45 45 45 73 52 13 10 68 46 12 69 17 12 3 77 26 0 14 24 8 54 13 10 89 71 20 18 9 95 17 18 2 22 84 50 85 16 60 20 41 47 13 47 11 85 96 19 93 75 32 0 45 75 51 83 33 40 8 74 20 70 59 29 69 72 81 51 40 88 48 79 60 28 85 48 69 6 15 98 42 26 43 25 80 51 64 80
39 35 44 28 92 35 95 3 43 0 99 50 47 11 63 72 26 98 8 16 97 34 76 46 8 25 54 42 41 54 93 31 68 97 10 74 24 22 7 59 10 42 54 9 83 19 64 21 28 48 34 92 90 13 88 11 83 78 26 92 91 10 11 36 68 10 16 28 86 41 21 99 27 2 96 92 96 77 13 97 24 21 29 31 63 77 97 7 33 83 57 86 96 42 64 40 85 64 98
59 44 43 47 26 56 76 28 58 20 59 21 52 76 39 79 43 89 24 12 18 96 20 85 5 80 37 44 10 27 40 68 19 74 35 30 32 53 55 39 44 34 93 54 39 49 34 30 21 60 90 31 53 50 29 67 38 79 57 77 50 16 99 31 65 39 2 56 75 71 61 50 85 99 48 52 4 99 4 33 13 44 93 96 13 1 76 27 8 31 43 22 50 36 9 33 32 8 50
5 11 80 64 24 56 84 61 26 89 14 68 44 94 31 37 13 7 40 38 32 94 85 58 87 66 88 97 47 72 73 93 22 7 87 16 71 72 2 17 61 77 84 16 22 22 11 79 75 82 74 75 37 5 33 72 94 52 26 81 71 83 14 2 98 29 33 80 14 60 36 92 23 42 98 43 26 21 6 48 87 0 11 31 70 84 71 78 12 96 38 13 98 15 30 13 1 51 46
90 6 77 61 82 91 47 87 22 66 55 99 89 98 32 16 25 57 92 97 89 95 86 96 18 36 4 83 24 13 42 85 91 2 39 94 90 39 6 28 83 42 83 58 69 77 25 76 67 96 28 64 12 59 18 79 89 93 80 98 80 93 33 14 13 86 74 2 6 59 84 91 61 15 30 88 10 18 26 74 28 65 41 35 93 23 24 36 45 0 22 36 30 98 99 68 57 4 49
9 88 41 75 3 77 3 65 39 72 72 74 62 42 42 86 43 32 83 74 91 10 39 37 96 17 91 14 95 7 33 68 47 95 63 60 85 88 90 15 64 12 71 26 68 16 15 66 35 21 41 54 20 36 75 38 15 84 96 69 0 47 29 32 22 0 67 12 43 12 19 62 43 35 19 6 55 59 44 94 77 41 48 88 96 25 34 38 81 3 34 0 33 51 15 45 22 72 41
18 37 5 17 48 92 66 87 19 11 23 67 50 40 68 1 13 19 35 10 73 76 6 75 8 1 40 76 7 31 83 89 87 16 48 24 84 99 4 45 94 96 66 3 11 58 79 59 78 87 72 7 96 99 80 18 29 88 27 4 92 28 79 52 79 28 95 43 7 46 55 29 62 3 28 40 32 33 30 2 98 97 91 28 84 40 63 62 36 11 32 94 59 4 44 91 59 81 90
39 84 52 79 46 27 59 82 51 71 23 69 55 55 61 73 37 92 46 22 25 47 36 8 57 64 89 16 91 62 21 95 16 15 12 95 31 1 60 41 29 15 1 83 1 79 77 97 86 46 84 62 70 96 92 24 98 85 30 20 93 85 77 11 57 11 59 39 78 54 64 6 0 61 14 53 6 64 3 4 26 54 47 45 59 8 99 21 7 58 61 92 84 66 63 66 20 60 32
72 96 75 49 47 49 79 58 33 39 44 3 9 99 21 34 41 52 63 55 28 43 61 65 59 30 28 83 17 42 30 54 51 9 21 91 48 11 10 28 45 87 62 53 75 52 15 32 23 85 73 24 24 0 57 46 33 96 38 32 77 88 6 26 7 78 89 95 89 54 67 51 56 71 72 97 4 63 76 76 34 48 6 43 96 80 8 39 90 25 87 68 75 0 50 33 4 93 80
23 25 14 61 45 99 72 25 97 88 7 4 4 73 94 63 94 38 12 12 17 17 90 34 26 14 52 39 46 19 65 33 24 93 15 5 56 31 18 10 75 20 92 19 5 7 47 6 63 40 82 56 63 78 60 65 64 3 85 73 63 57 74 67 55 71 42 66 39 61 55 66 70 85 73 0 6 96 1 91 67 75 3 99 12 58 84 44 60 91 73 23 60 14 89 14 21 39 6
10 84 33 93 32 54 90 80 79 9 81 75 41 60 55 64 34 97 64 77 21 94 62 21 37 11 76 5 35 82 16 62 94 24 51 97 68 18 45 2 44 13 31 12 63 96 10 99 27 44 23 24 12 0 68 76 4 98 1 66 78 39 23 70 67 36 53 75 96 88 74 14 78 7 53 85 26 94 43 32 3 31 14 56 76 62 81 83 51 68 67 86 38 77 33 23 70 49 15
24 90 81 57 72 10 23 56 31 33 54 59 15 20 51 23 81 90 50 5 65 91 98 1 66 87 97 86 93 86 30 1 69 73 14 50 51 72 99 1 21 19 11 66 10 22 60 39 93 11 91 94 75 31 12 30 48 27 0 64 6 45 75 84 29 50 45 25 33 74 47 92 77 54 75 70 65 73 11 45 78 97 19 43 7 38 50 6 89 64 94 4 38 5 68 24 80 78 88
55 40 93 82 82 80 49 88 39 97 45 98 18 3 36 43 90 97 68 39 19 58 22 50 19 45 7 66 27 57 91 90 66 99 34 79 65 25 53 99 55 47 38 65 13 61 67 38 32 63 64 87 34 18 26 82 88 49 43 80 17 48 99 14 49 10 20 95 41 97 94 5 69 94 14 73 96 43 13 83 75 86 6 73 47 78 12 59 88 35 89 87 46 86 85 30 35 26 79
20 53 65 71 45 82 46 88 67 5 63 53 84 83 84 19 30 96 62 20 33 93 60 4 73 73 37 14 19 33 66 82 33 71 10 62 87 83 53 96 44 86 88 55 48 70 12 20 81 10 62 31 10 91 34 60 60 83 6 0 65 35 47 46 51 74 47 38 23 72 50 36 74 94 25 32 14 82 35 66 73 88 8 84 68 80 46 4 60 18 44 15 28 71 61 41 97 97 0
63 27 88 45 43 55 22 20 40 92 89 69 87 42 8 54 54 93 32 82 46 43 83 7 43 29 97 57 13 31 77 91 86 45 15 56 84 40 31 71 64 45 77 92 52 13 92 36 1 97 48 12 85 19 29 81 56 12 66 75 57 56 95 66 49 89 97 37 59 9 97 12 22 6 11 71 35 54 93 47 37 89 76 32 59 23 84 18 43 45 59 92 84 28 12 3 46 9 76
58 26 76 0 1 16 38 11 41 92 15 90 33 34 37 1 0 74 85 48 96 96 68 86 80 81 97 74 90 25 10 36 93 4 88 91 84 50 44 22 60 29 31 17 0 44 51 38 76 70 74 15 75 1 30 75 99 51 65 72 17 58 15 8 43 59 25 10 41 83 55 60 98 27 30 43 29 9 73 0 77 16 48 82 41 87 65 80 50 26 43 58 55 8 88 67 72 27 95
39 63 54 58 37 32 30 70 17 91 94 89 52 19 3 31 54 47 50 65 19 26 16 31 17 59 41 28 79 41 75 63 43 85 63 1 81 58 39 67 79 29 86 47 27 77 13 80 0 22 76 28 30 92 2 66 19 65 94 94 70 31 87 5 20 88 13 25 39 57 96 19 80 9 94 66 69 63 67 26 24 0 54 50 71 99 27 84 5 68 95 9 84 75 32 40 37 72 36
93 65 32 39 0 33 36 97 30 99 21 94 46 69 67 39 53 74 21 18 28 39 14 15 90 62 86 43 11 97 92 48 38 48 42 96 12 52 59 54 41 33 79 95 79 88 48 36 81 57 15 68 73 72 38 50 70 66 43 9 27 92 75 82 68 97 28 80 93 3 4 56 66 60 30 71 84 65 98 49 13 71 58 95 48 9 29 99 33 65 90 65 65 97 20 61 39 55 98
91 45 64 80 47 89 45 79 7 37 48 70 43 15 58 12 32 75 96 24 55 95 60 9 20 86 53 19 30 22 27 34 44 47 71 99 46 44 57 7 31 80 65 99 44 72 16 75 30 12 23 60 88 3 12 25 18 75 88 3 18 23 13 15 70 89 64 41 96 69 16 38 98 75 23 60 82 21 81 12 59 28 39 35 90 61 67 42 30 20 62 73 90 68 11 52 36 37 27
95 70 65 15 62 71 69 53 58 48 10 23 69 61 98 51 64 4 9 72 39 10 30 84 49 80 81 6 29 89 48 14 8 14 38 90 60 23 55 65 77 99 32 54 97 58 62 36 98 52 52 0 63 75 59 71 35 11 31 2 19 69 29 49 92 33 29 2 8 32 60 82 64 5 52 33 84 29 66 55 91 4 93 78 54 91 10 57 77 91 68 67 90 6 40 48 25 50 15
21 47 29 77 59 53 84 99 81 25 30 27 92 59 23 35 93 98 42 99 39 89 60 34 46 97 54 54 80 97 68 72 83 55 77 96 83 91 54 74 54 13 99 17 50 3 76 88 90 35 74 51 69 10 50 47 47 48 1 42 1 29 99 14 57 4 6 12 24 87 46 83 64 13 0 37 46 40 84 11 84 40 28 90 46 48 57 22 93 22 3 63 4 17 16 26 31 29 47
43 81 94 94 50 1 46 89 62 85 92 65 22 49 20 81 78 64 35 64 9 90 72 35 74 58 1 39 66 50 71 23 20 11 67 32 87 18 6 1 61 51 13 3 97 32 67 84 26 82 79 73 69 45 79 97 35 92 16 81 79 66 41 21 83 37 19 33 16 15 64 30 69 0 98 23 13 58 70 85 71 74 89 12 54 18 80 94 20 34 51 33 81 37 38 92 98 7 91
2 46 33 68 76 20 7 92 73 42 22 37 49 68 16 36 93 9 36 56 69 63 94 26 70 44 92 3 0 39 80 98 12 29 12 17 53 36 88 31 21 66 23 82 17 45 89 25 54 53 85 46 77 39 40 24 37 31 11 9 66 2 58 3 79 49 41 56 34 17 8 28 90 92 30 78 90 27 49 99 86 3 99 98 60 75 42 52 21 22 25 25 44 48 98 76 91 95 13
64 85 35 36 27 81 72 30 83 92 23 41 27 9 11 95 74 84 33 45 87 81 92 11 15 78 25 3 44 48 1 74 21 12 38 17 95 28 23 2 71 27 66 12 81 53 67 8 40 33 47 75 98 69 12 23 3 91 55 67 84 67 79 97 42 39 76 19 82 2 67 25 1 66 32 35 79 50 97 15 85 7 35 20 42 11 80 46 2 84 8 23 52 78 27 56 73 61 91
35 69 24 47 14 82 16 31 6 27 24 71 11 45 67 29 24 74 77 27 53 52 12 78 77 26 22 76 7 41 93 6 32 93 69 46 68 54 75 12 15 53 93 39 10 54 34 29 67 29 92 78 78 64 28 66 50 60 62 37 46 52 58 18 37 14 13 52 18 16 78 60 85 93 17 52 55 4 70 71 65 0 88 69 97 72 63 77 8 86 19 24 95 27 57 18 40 49 95
34 23 71 78 15 25 71 60 7 24 19 37 73 63 63 34 59 90 69 44 27 38 32 89 52 37 2 49 63 28 86 10 15 27 76 83 41 42 98 92 95 65 68 38 87 22 24 10 5 23 96 30 25 51 95 25 26 54 13 32 68 82 35 62 28 51 11 7 87 39 33 16 71 12 37 69 78 91 52 78 22 44 77 37 76 86 34 47 61 61 40 12 39 95 27 60 90 97 67
93 91 31 61 75 74 46 14 77 6 79 66 72 24 92 24 94 95 90 69 32 78 82 40 19 1 51 94 87 38 91 76 98 72 14 10 60 12 97 43 6 36 39 11 43 44 71 63 11 39 29 81 12 23 36 45 67 82 32 41 64 17 71 6 63 46 20 4 45 46 81 10 94 15 86 10 12 90 35 89 1 34 87 28 84 5 24 61 45 59 54 48 64 83 2 28 59 77 71
13 51 39 76 55 37 54 55 70 75 25 37 95 19 90 42 27 17 42 59 8 65 8 27 73 23 5 96 18 62 2 9 35 5 59 68 33 18 41 54 88 8 57 33 33 72 29 61 86 69 74 55 50 61 41 45 59 38 83 61 34 9 93 48 85 72 10 23 43 12 1 51 67 5 22 17 22 87 87 80 44 49 9 43 98 87 0 44 59 81 48 81 77 52 0 38 21 94 31
75 47 24 91 39 70 48 76 10 26 21 63 43 58 91 36 50 13 82 11 73 1 94 76 79 52 62 58 40 48 26 10 54 14 59 24 14 87 26 98 43 61 63 7 8 89 41 9 61 4 34 90 92 27 36 71 96 48 89 11 57 10 27 51 38 99 66 87 14 21 70 78 91 20 27 14 92 8 38 11 94 22 19 86 6 67 81 43 66 76 58 88 27 4 78 33 66 97 63
78 46 65 73 26 36 91 26 32 66 55 97 54 94 29 58 86 98 78 54 77 83 2 27 65 42 12 56 35 29 98 60 2 61 76 1 8 48 57 98 22 83 28 76 6 10 71 94 72 26 83 13 65 13 7 52 0 43 0 87 59 70 93 2 11 78 4 44 88 29 54 84 61 77 97 7 50 77 50 54 89 68 37 59 87 2 35 60 96 93 22 57 62 11 31 90 29 60 27
69 57 30 97 0 52 82 92 12 66 16 18 70 86 32 61 89 49 33 73 44 69 55 43 65 95 91 79 18 2 36 75 49 19 96 71 58 9 64 23 82 25 65 94 8 94 2 17 26 6 21 21 96 38 76 6 19 46 48 29 22 14 86 8 54 28 69 71 89 6 3 16 3 41 94 59 30 16 32 10 91 59 2 27 96 23 96 62 61 34 59 93 94 60 76 3 80 25 36
73 4 44 42 79 18 49 73 2 27 36 46 55 58 65 85 0 69 46 84 81 63 54 32 68 20 72 92 24 74 13 14 37 24 97 96 75 17 20 12 93 11 62 15 79 16 64 40 2 20 65 16 24 52 50 80 55 81 15 74 67 90 70 49 8 16 75 25 38 2 27 51 1 97 21 12 96 63 15 90 41 24 92 1 48 91 42 35 47 83 70 35 84 95 15 2 94 35 81
21 62 90 33 84 62 2 39 15 41 97 82 41 64 5 29 69 95 68 99 0 56 84 97 4 11 14 87 2 86 18 95 83 41 74 65 73 20 67 22 62 99 25 27 90 26 26 51 5 84 44 5 36 19 92 17 59 74 82 34 99 4 48 38 62 96 29 95 65 23 62 57 86 3 47 51 52 47 3 98 63 61 53 0 0 24 84 1 44 50 70 11 46 15 91 96 18 66 91
79 12 96 30 20 88 94 53 5 16 23 0 90 44 33 17 62 35 23 88 75 46 24 20 85 84 98 84 5 16 12 70 67 16 87 21 25 55 66 57 17 37 5 5 58 67 52 52 84 28 80 96 27 31 22 15 99 43 3 9 59 94 29 90 29 65 41 12 84 71 60 41 71 92 55 68 81 6 55 80 19 90 52 36 32 31 80 92 76 37 93 98 37 42 35 21 43 60 5
12 19 60 24 85 5 3 17 97 62 8 95 97 51 9 52 45 51 62 26 85 45 9 25 91 36 1 5 22 87 33 92 73 63 93 63 56 21 95 43 37 77 37 43 59 61 9 52 24 82 19 25 50 7 80 58 59 24 72 93 47 74 58 38 32 16 9 29 59 84 73 71 44 25 20 81 69 59 34 30 96 45 50 17 60 48 78 75 98 74 80 98 79 74 1 40 29 79 61
80 53 22 78 52 35 76 89 99 24 13 16 2 26 89 47 27 4 57 70 55 62 29 76 23 80 57 20 46 9 25 68 16 79 59 79 89 27 66 23 73 72 99 22 66 10 39 1 25 14 7 40 49 96 76 9 62 75 52 17 20 60 6 36 44 80 51 92 18 29 19 58 36 30 36 78 1 6 7 49 48 58 39 15 20 19 66 92 61 38 66 18 88 60 57 86 0 51 89
61 68 59 96 48 44 50 4 72 9 70 68 2 44 44 35 78 8 46 24 47 74 46 89 47 23 73 15 2 52 45 6 48 54 3 52 23 57 28 51 51 33 81 30 90 87 55 88 32 74 6 54 76 14 42 94 66 40 18 32 48 99 56 56 13 44 37 99 52 44 43 84 37 52 10 51 68 36 83 15 51 23 95 12 37 48 32 39 86 81 2 18 66 2 52 10 50 4 15
29 3 44 17 14 10 85 4 64 93 68 52 69 0 59 58 21 48 66 38 70 2 78 60 56 5 59 50 79 90 77 28 72 35 75 13 82 9 8 11 4 72 90 58 9 31 0 23 86 71 11 84 46 68 26 31 78 49 77 30 82 77 71 20 35 34 28 50 22 95 10 91 50 2 30 23 59 34 78 42 46 55 52 39 51 32 73 13 10 95 70 20 6 91 94 77 59 50 66
96 45 30 5 2 24 83 7 91 88 69 54 42 40 61 48 46 65 53 97 50 84 8 84 59 1 22 86 39 79 62 50 68 20 21 67 23 3 73 83 30 21 12 93 51 7 10 92 64 38 76 5 30 79 25 89 1 31 99 43 7 49 74 51 69 58 61 4 15 44 34 28 54 81 97 7 21 91 9 65 85 79 13 92 80 78 55 60 74 75 10 93 67 72 57 60 52 61 95
24 96 24 47 42 91 10 60 48 17 45 8 92 17 21 12 6 56 56 3 43 74 64 59 43 36 81 58 62 0 50 19 31 13 95 42 21 52 4 86 83 93 4 0 21 63 6 57 53 99 28 38 2 39 60 10 37 62 15 67 67 30 92 99 28 37 71 49 28 96 97 2 82 5 61 86 69 11 28 29 96 35 84 66 86 37 48 34 92 64 42 46 86 14 53 50 14 58 41
62 67 17 72 90 52 1 35 85 86 87 70 8 11 18 49 23 37 2 58 74 22 19 80 11 99 22 69 34 4 6 95 98 71 98 86 31 60 13 21 71 17 98 74 16 14 49 46 98 99 89 64 10 63 25 76 15 61 13 85 49 51 6 8 46 91 47 81 20 80 67 64 10 26 72 39 5 68 77 66 13 42 68 86 86 11 31 16 57 98 7 38 81 74 20 63 97 71 2
